review_id,review_text,true_sentiment,predicted_sentiment,confidence,aspects,num_aspects,battery_sentiment,battery_confidence,performance_sentiment,performance_confidence,design_sentiment,design_confidence,audio_sentiment,audio_confidence,durability_sentiment,durability_confidence,camera_sentiment,camera_confidence,screen_sentiment,screen_confidence,price_sentiment,price_confidence,signal_sentiment,signal_confidence,storage_sentiment,storage_confidence
5309,this is the most fragile phone i have ever owned. i have had for about 1 week and the back glass has already spider webbed. i have a small crack on the front corner of my screen. i have gone my whole ,Negative,Negative,0.9886884093284607,"['screen', 'durability']",2,,,,,,,,,Negative,0.6346088647842407,,,Positive,0.6994841694831848,,,,,,
5310,"when an update bricks your phone, google will not be there to help you out. stay away from these devices. i have been using nexus/pixel for years, after a 5 hour support session, i am left with a bric",Negative,Negative,0.9927799105644226,['screen'],1,,,,,,,,,,,,,Negative,0.9825329780578613,,,,,,
5311,great buy! my son loves his birthday gift! no problems with sim card and phone carrier! works like a charm,Positive,Positive,0.9990969896316528,"['performance', 'signal']",2,,,Positive,0.9986473917961121,,,,,,,,,,,,,Positive,0.9975541234016418,,
5312,"i received the phone today, well packaged (not in it is original box, but the packaging was appropriate). upon opening the package and inspection, i was pleasantly surprised to see the original charge",Neutral,Neutral,0.8544585108757019,"['battery', 'screen', 'camera', 'price', 'durability', 'signal']",6,Positive,0.9965558052062988,,,,,,,Negative,0.700958788394928,Negative,0.655601441860199,Negative,0.655601441860199,Negative,0.7055962681770325,Positive,0.9986377358436584,,
5313,"muy bien cuidado el producto , parece como nuevo exelente calidad",Positive,Positive,0.9978932738304138,[],0,,,,,,,,,,,,,,,,,,,,
5314,"this is a good, basic starter phone for a pre-teen who is been begging for one. it does not have the brightest display or the fastest response time, but it is good enough for the purpose. the ""shutter",Positive,Neutral,0.8609846830368042,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'durability', 'storage']",8,Positive,0.8514537215232849,Positive,0.9664516448974609,Neutral,0.722394585609436,,,Neutral,0.7053008079528809,Positive,0.9664516448974609,Neutral,0.68474280834198,Positive,0.9778929352760315,,,Negative,0.8874436616897583
5315,bought the wrong service for my area,Negative,Positive,0.7801000475883484,['signal'],1,,,,,,,,,,,,,,,,,Positive,0.7801000475883484,,
5316,it is a great phone and you are not breaking your arm and leg for a phone. i have had this phone for awhile now and it is given me no problems what so ever. pros: - it has a great price! i am still in,Positive,Positive,0.9980402588844299,"['battery', 'camera', 'performance', 'price', 'audio', 'durability']",6,Positive,0.9977177381515503,Positive,0.5205761194229126,,,Positive,0.5205761194229126,Positive,0.9972562193870544,Negative,0.9956360459327698,,,Negative,0.9956366419792175,,,,
5317,amazing phone with good price! i got this phone win original box with full accessories.,Positive,Positive,0.9986750483512878,"['price', 'storage']",2,,,,,,,,,,,,,,,Positive,0.9982099533081055,,,Positive,0.9970324039459229
5318,the phone itself is in great condition! no scratches or anything. my spouse wants one now. my only issue is the battery. seems to drain a bit faster than normal but overall very satisfied. it came unl,Positive,Positive,0.9969730377197266,['battery'],1,Negative,0.994816243648529,,,,,,,,,,,,,,,,,,
5319,incredible deal for such an amazing phone. i would definitely buy this again. the phone works perfectly. my only complaint is that it does not come with a usb-c to 3.5 mm adapter. those are pretty che,Positive,Positive,0.9990455508232117,"['performance', 'design', 'price']",3,,,Positive,0.9982025623321533,Positive,0.7181053757667542,,,,,,,,,Positive,0.9981210827827454,,,,
5320,i got the phone yesterday. the box was sealed with the original sticker . it contains uk plug and us adapotr is provided . the battery is awesome i had s7 and now it is a big difference. working great,Positive,Positive,0.9954063892364502,"['battery', 'screen']",2,Negative,0.9964085221290588,,,,,,,,,,,Positive,0.9947933554649353,,,,,,
5321,the battery on this phone was at 78% defective when i received it. i kept getting warnings from the apple iphone that the battery was going bad. after a few attempts i convinced the sellers to let me ,Negative,Negative,0.8363900780677795,"['battery', 'performance']",2,Negative,0.9801639914512634,Positive,0.9972814321517944,,,,,,,,,,,,,,,,
5322,great purchase for a great price!,Positive,Positive,0.9985803365707397,['price'],1,,,,,,,,,,,,,,,Positive,0.9983745813369751,,,,
5323,"i have had the phone for a couple of months now, and have had zero issues.",Positive,Positive,0.9988459348678589,[],0,,,,,,,,,,,,,,,,,,,,
5324,"yes, side by side other flagship phones have better specs than this phone. however, this phone feels like it was made with a lot more quality. love the camera...was surprised by the amount of detail i",Positive,Positive,0.9957564473152161,"['camera', 'design', 'durability']",3,,,,,Negative,0.9419422745704651,,,Positive,0.9710836410522461,Negative,0.9838738441467285,,,,,,,,
5325,alguien sabe si puedo tener la skin ikonik?,Positive,Positive,0.8163970112800598,[],0,,,,,,,,,,,,,,,,,,,,
5326,"this phone is beautiful and mostly functional, but i have had an issue with using a hands free device while traveling in my car (tried 3 different ones same problem with all). there is terrible noise ",Negative,Neutral,0.7680894732475281,"['screen', 'camera', 'design', 'audio']",4,,,,,Neutral,0.8046016097068787,Negative,0.9386439919471741,,,Negative,0.8160428404808044,Negative,0.5820873975753784,,,,,,
5327,really like my new phone,Positive,Positive,0.9978112578392029,[],0,,,,,,,,,,,,,,,,,,,,
5328,"i purchased this phone straight from verizon, as upgrade to my dna. this phone is amazing! pleaee dont hesitate to get it! it came with kit kat os, but now the new software is available. i have not up",Positive,Positive,0.9986421465873718,[],0,,,,,,,,,,,,,,,,,,,,
5329,good affordable phone👍,Positive,Positive,0.9967029690742493,['price'],1,,,,,,,,,,,,,,,Positive,0.9967029690742493,,,,
5330,"this was well packaged, came in time and was a brand new phone. however, there seem to be some glitches to the phone, a little bit slow in processing as well. still only a week of using, maybe this wi",Positive,Positive,0.9586108326911926,"['battery', 'camera', 'performance', 'design', 'signal', 'storage']",6,Positive,0.796157717704773,Positive,0.6713928580284119,Positive,0.796157717704773,,,,,Positive,0.796157717704773,,,,,Positive,0.796157717704773,Positive,0.994766354560852
5331,perfect 100% condition from networkstore. and battery was at 100%,Positive,Positive,0.9988881945610046,['battery'],1,Positive,0.9958542585372925,,,,,,,,,,,,,,,,,,
5332,"very good product, i recommend to everyone.",Positive,Positive,0.9983237385749817,[],0,,,,,,,,,,,,,,,,,,,,
5333,no me agrado el trato que tuve sobre mi pago con tarjeta de credito la demora para la aceptacion.,Positive,Negative,0.9561185240745544,[],0,,,,,,,,,,,,,,,,,,,,
5334,this phone started great but quit working very fast and i had to buy another phone and i have no insurance.,Negative,Negative,0.9359192848205566,['performance'],1,,,Negative,0.9293627738952637,,,,,,,,,,,,,,,,
5335,if your on a budget this device is superior in every aspect (in this price range),Positive,Positive,0.992944061756134,['price'],1,,,,,,,,,,,,,,,Positive,0.992944061756134,,,,
5336,i did not have to spend a fortune to get a new phone when mine stopped charging. this one came in perfect condition. the battery life is great. the only thing about it is this screen is so sensitive t,Positive,Positive,0.9956660270690918,"['battery', 'screen', 'price']",3,Negative,0.9894156455993652,,,,,,,,,,,Positive,0.6044454574584961,Positive,0.7592780590057373,,,,
5337,this phone is just amazing!!,Positive,Positive,0.9966354966163635,[],0,,,,,,,,,,,,,,,,,,,,
5338,"was decent enough when we received it for a used piece, but stopped working after 3 months..",Negative,Negative,0.8154394030570984,[],0,,,,,,,,,,,,,,,,,,,,
5339,me mandaron un producto q no compre y parece usado,Negative,Negative,0.9914728403091431,[],0,,,,,,,,,,,,,,,,,,,,
5340,"arrived fast and works with all types of sim cards, worked in dominican republic and also with two different companies when i moved to germany!",Positive,Positive,0.998615026473999,['performance'],1,,,Positive,0.998427152633667,,,,,,,,,,,,,,,,
5341,the phone itself is great. i bought the used 128gb version. its had some scratches here and there but i can live with it. but what really buged me was that it wasent unblocked 😣.,Positive,Positive,0.9769511818885803,['storage'],1,,,,,,,,,,,,,,,,,,,Negative,0.8943164944648743
5342,"i love the samsung ,my old one im using is at least 5 years old",Positive,Positive,0.9931094646453857,[],0,,,,,,,,,,,,,,,,,,,,
5343,the phone arrived in great condition. was first phone for grand daughter. was easy to connect and she loved it!,Positive,Positive,0.9989213943481445,['signal'],1,,,,,,,,,,,,,,,,,Positive,0.9980837106704712,,
5344,started to reboot and would not work as soon as the first day i set it up.,Negative,Negative,0.9861857295036316,"['battery', 'performance']",2,Negative,0.9805635213851929,Negative,0.9805635213851929,,,,,,,,,,,,,,,,
5345,i get with it charger do not work,Negative,Negative,0.9419692158699036,"['battery', 'performance']",2,Negative,0.9419692158699036,Negative,0.9419692158699036,,,,,,,,,,,,,,,,
5346,daughter loves it.,Positive,Positive,0.99681156873703,[],0,,,,,,,,,,,,,,,,,,,,
5347,"unfortunately the phone has been returned to seller. it was a charcoal colored phone i received but the order said space gray. this was not the reason i returned it however. as soon as i received it, ",Neutral,Negative,0.9383277893066406,"['screen', 'storage']",2,,,,,,,,,,,,,Negative,0.6972280144691467,,,,,Negative,0.8684388995170593
5348,"fingerprint does not work, speaker is bad from the start, and nokia repair said i need to send my phone and wait up to 3 weeks for repair, might as well threw the phone away",Neutral,Negative,0.9626519680023193,"['performance', 'audio']",2,,,Negative,0.9626519680023193,,,Negative,0.9626519680023193,,,,,,,,,,,,
5349,i am still trying to get it to do what i want,Neutral,Positive,0.9866114854812622,[],0,,,,,,,,,,,,,,,,,,,,
5350,"awesome phone i just love my aperia phone. i went tried 5 phones before finding my true love phone. if you love big phones this is the 1 for you, pictures are true to color. it started making a crackl",Positive,Positive,0.9960236549377441,"['screen', 'camera', 'design', 'audio']",4,,,,,Positive,0.9963089823722839,Neutral,0.49205461144447327,,,Positive,0.9963089823722839,Positive,0.9963089823722839,,,,,,
5351,"the phone was in excellent condition when i received it and i have verizon so it worked well. it gave the impression of being new and registered as being under warranty, but it is not from.this seller",Negative,Negative,0.9935632944107056,"['screen', 'performance', 'price']",3,,,Negative,0.964576780796051,,,,,,,,,Negative,0.964576780796051,Negative,0.9832344055175781,,,,
5352,"phone will not charge internal battery. i purchased 2 extra batteries and have the same problem. also, i paid for overnight shipping and received 3 day shipping. i may have to return phone.",Negative,Negative,0.9876983761787415,"['battery', 'price', 'storage']",3,Negative,0.9866974949836731,,,,,,,,,,,,,Negative,0.656032919883728,,,Negative,0.9561602473258972
5353,the sim card holder came broke. cannot even hook my phone up to it because it came broken. returning it.,Negative,Negative,0.9871112704277039,['durability'],1,,,,,,,,,Negative,0.9752834439277649,,,,,,,,,,
5354,"for the price, i am hard-pressed to think of a better phone that you can buy new. is it as nice as my xperia xz? no. but it is still awfully nice. sony's design language is a love-it-or-hate-it kind o",Positive,Positive,0.9981371164321899,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'storage']",9,Positive,0.9606400728225708,Positive,0.6932753324508667,Negative,0.9981780052185059,Negative,0.9980031847953796,Positive,0.9974504113197327,Positive,0.9980329871177673,Negative,0.9975715279579163,Positive,0.9981884360313416,,,Negative,0.9954788088798523
5355,would not recommend this phone for an adult.,Neutral,Negative,0.9893631339073181,[],0,,,,,,,,,,,,,,,,,,,,
5356,"this phone was a gift for my daughter 14th birthday. this phone is wonderful, tge battery life is good and she has not had any problems with the phone. the phone was in excellent condition and was eas",Positive,Positive,0.998936116695404,['battery'],1,Negative,0.9985119700431824,,,,,,,,,,,,,,,,,,
5357,the pinnacle of phones.,Positive,Positive,0.9981471300125122,[],0,,,,,,,,,,,,,,,,,,,,
5358,"love the phone, it is fast and display is splendid. camera is brilliant. only drawback i would say is the sound quality of the speakers is not very high but if you can get over it, great value for mon",Positive,Positive,0.9973633885383606,"['screen', 'camera', 'performance', 'price', 'audio', 'durability']",6,,,Positive,0.9978551268577576,,,Negative,0.9956839084625244,Negative,0.9956839084625244,Negative,0.9971991777420044,Positive,0.9978551268577576,Negative,0.9956839084625244,,,,
5359,"nice phone, windows sucks however",Positive,Positive,0.8512738347053528,[],0,,,,,,,,,,,,,,,,,,,,
5360,got the phone to work with 4g with straight talk. im loving the phone. cheaper to buy here than from at&t or bestbuy. this is a legit phone.,Positive,Positive,0.9980340600013733,"['performance', 'signal']",2,,,Positive,0.9867269396781921,,,,,,,,,,,,,Positive,0.9867269396781921,,
5361,"i have had the xperia 1 for a week now and i love it. top notch design, gorgeous 4k screen. i thought the screen ratio would bother me but it does not. audio quality is excellent just like my hp elite",Positive,Positive,0.9953774213790894,"['screen', 'camera', 'performance', 'design', 'audio', 'durability']",6,,,Positive,0.9804895520210266,Positive,0.9867383241653442,Positive,0.9931738972663879,Negative,0.9927487969398499,Negative,0.9848576784133911,Positive,0.9915703535079956,,,,,,
5362,was delivered nicely packed and fully ready to function. great purchase.,Positive,Positive,0.9990895986557007,[],0,,,,,,,,,,,,,,,,,,,,
5363,"all i gotta say is this phone was definitely worth it! i was skeptical buying a renewed phone since some people have had problems with locked phones, etc. (i think it can depend on who you buy it from",Positive,Positive,0.9989650249481201,['price'],1,,,,,,,,,,,,,,,Positive,0.9982523322105408,,,,
5364,very nice for the price. battery life is great. recommended.,Positive,Positive,0.9978949427604675,"['battery', 'price']",2,Positive,0.996614396572113,,,,,,,,,,,,,Positive,0.9967731833457947,,,,
5365,"this phone is nice, photos are great. sometimes there is a echo of your voice while on the phone. it doesn’t come with an american adapter. the company send me an adapter after contacting them. but th",Positive,Positive,0.866271436214447,"['battery', 'camera', 'design', 'audio', 'durability']",5,Neutral,0.5449845790863037,,,Neutral,0.6354708671569824,Positive,0.6545310616493225,Neutral,0.6354708671569824,Positive,0.9697063565254211,,,,,,,,
5366,great phone. so far so good.,Positive,Positive,0.9962514042854309,[],0,,,,,,,,,,,,,,,,,,,,
5367,the item arrives without charger... or box.. just the phone..,Negative,Negative,0.9555180072784424,['battery'],1,Negative,0.9782975316047668,,,,,,,,,,,,,,,,,,
5368,"it is a feature phone, it has some capabilities data-wise, and it is inexpensive. will it ever be my main phone? i wish, but i am so reliant on gps in my smartphone (the ""killer app"" that keeps me fro",Positive,Neutral,0.522151529788971,"['battery', 'screen', 'performance', 'signal']",4,Positive,0.8081408739089966,Neutral,0.5702773928642273,,,,,,,,,Negative,0.8871017694473267,,,Neutral,0.6801867485046387,,
5369,love this phone,Positive,Positive,0.9963884353637695,[],0,,,,,,,,,,,,,,,,,,,,
5370,lo pedí negro me llegó azul.,Positive,Positive,0.9306087493896484,[],0,,,,,,,,,,,,,,,,,,,,
5371,"necesito regresar este iphone 7 red, porque salió defectuoso, lo compré aproximadamente hace 4 meses y más ya no me funciona",Negative,Negative,0.9916905164718628,[],0,,,,,,,,,,,,,,,,,,,,
5372,came as described brand new hooked up with boost without any issues came fast as well,Positive,Positive,0.9987727999687195,['performance'],1,,,Positive,0.9987727999687195,,,,,,,,,,,,,,,,
5373,i would highly recommend this product. it’s been working fine so far.. only funny thing is the face recognition sometimes mixes my mum’s face and i.,Positive,Positive,0.9976119995117188,[],0,,,,,,,,,,,,,,,,,,,,
5374,"samsung phone ok, but at&t loaded this one with bloatware and pop-up ads. i can only imagine the spyware that is hidden from me. bottom line: a good reliable piece of hardware, crippled by intrusive b",Neutral,Neutral,0.7889283299446106,[],0,,,,,,,,,,,,,,,,,,,,
5375,took it to verizon to set up. they were not able to transfer all the phone numbers or pictures from my mother's old verizon flip phone (old as in they do not even sell her type of phone anymore). once,Positive,Positive,0.9813168048858643,"['screen', 'camera', 'durability']",3,,,,,,,,,Positive,0.995332658290863,Positive,0.44471555948257446,Positive,0.995332658290863,,,,,,
5376,buen equipo fcil de manejar llego en el tiempo estimado,Positive,Positive,0.996034562587738,[],0,,,,,,,,,,,,,,,,,,,,
5377,"i have the 64/4 gb version. the camera on this phone is simply amazing. for the price point, this phone is incredible. i have used it so far in the us, canada, and mexico with no connection issues. th",Positive,Positive,0.998289167881012,"['battery', 'screen', 'camera', 'performance', 'price', 'audio', 'signal', 'storage']",8,Positive,0.8861597776412964,Negative,0.998389482498169,,,Negative,0.998389482498169,,,Negative,0.9984925985336304,Negative,0.998389482498169,Negative,0.9982561469078064,Negative,0.9986380934715271,Negative,0.9981303811073303
5378,"excellent deal. battery life is a little on the short side, but keep a charger near and it is not too big a deal. i had none of the problems that i have seen in other reviews. got it activated with ve",Positive,Positive,0.998345136642456,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'durability', 'storage']",8,Positive,0.9699863791465759,Positive,0.9966673254966736,Negative,0.9908946752548218,,,Positive,0.8151756525039673,Positive,0.9966673254966736,Positive,0.9977502226829529,Negative,0.9978001713752747,,,Negative,0.9908946752548218
5379,"worked fine the first couple months, now it tends to shut itself off and often have to restart it for the internet to work.",Neutral,Neutral,0.6520937085151672,"['performance', 'signal']",2,,,Neutral,0.6751645803451538,,,,,,,,,,,,,Neutral,0.6751645803451538,,
5380,love the price and quality of this phone. i own two first additions of this phone and needed it as a backup. great for drone use.,Positive,Positive,0.9974092841148376,"['camera', 'price', 'durability', 'storage']",4,,,,,,,,,Positive,0.9975103139877319,Positive,0.9975103139877319,,,Positive,0.9975103139877319,,,Positive,0.9876036643981934
5381,this phone came fast and the only down fall i could think of is the size but all in all it is great,Positive,Positive,0.9981033802032471,"['screen', 'performance']",2,,,Positive,0.9981033802032471,,,,,,,,,Positive,0.9981033802032471,,,,,,
5382,"did not come “professionally cleaned”. there were greasy fingerprints, gooey crap on the back, and the microphone holes and jack input on the bottom had crusty crap inside, like flakes of skin and nas",Negative,Negative,0.7835532426834106,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'audio', 'durability', 'signal', 'storage']",10,Positive,0.7136437296867371,Positive,0.4792509377002716,Positive,0.9861739873886108,Neutral,0.8905898332595825,Neutral,0.553936779499054,Negative,0.680785596370697,Neutral,0.8594098687171936,Negative,0.9883670210838318,Neutral,0.7634667158126831,Negative,0.5972345471382141
5383,"cell phones, over the last decade or so, have become a necessity, something you have to have all day everyday. my old iphone 4 8gb, was on it is last legs. freezing up and battery would not last more ",Positive,Neutral,0.619153618812561,"['battery', 'screen', 'camera', 'performance', 'design', 'durability', 'signal', 'storage']",8,Negative,0.4742222726345062,Positive,0.9223505854606628,Positive,0.9961743354797363,,,Positive,0.9539054036140442,Positive,0.998293936252594,Positive,0.9919264316558838,,,Positive,0.9882735013961792,Negative,0.9861657619476318
5384,should of been more clear that i had to jump through hoops because it was a pre-paid lock. had to activate it then i could switch to my existing plan. cost another $45 to do it.,Positive,Neutral,0.560512125492096,"['screen', 'price', 'audio']",3,,,,,,,Negative,0.43660587072372437,,,,,Negative,0.43660587072372437,Neutral,0.5235313773155212,,,,
5385,phone does not work - will not turn on. tried multiple times and used multiple chargers including a wireless charger. will try to get a replacement and hopefully that will not have problems.,Negative,Negative,0.9945914149284363,"['battery', 'performance', 'audio']",3,Negative,0.789421021938324,Negative,0.9945961833000183,,,Negative,0.789421021938324,,,,,,,,,,,,
5386,"this was not a new phone. when we tried to activate it, verizon said that an improper factory reset had been done on this phone. they would not allow us to activate it. also, the phone that we ordered",Negative,Negative,0.9952669143676758,[],0,,,,,,,,,,,,,,,,,,,,
5387,"got the phone yesterday, beside a little scratch on the front screen, the phone looks great, just like brand new. batter life is at 89%, this could be better but i’m ok with it. it came with a pre-ins",Positive,Positive,0.9950961470603943,"['screen', 'design', 'price', 'durability']",4,,,,,Positive,0.9974979758262634,,,Positive,0.9974979758262634,,,Negative,0.9961397051811218,Positive,0.995688259601593,,,,
5388,"i have had this phone for about a week now, and it is really a great phone. screen size is impressive and the resolution & color is on pat with the best amoled screens out there. battery life has also",Positive,Positive,0.9979680180549622,"['battery', 'screen', 'camera', 'design', 'price', 'durability']",6,Positive,0.9949560761451721,,,Positive,0.9819676876068115,,,Positive,0.9949560761451721,Negative,0.8312867879867554,Positive,0.9985721111297607,Neutral,0.6559343338012695,,,,
5389,the battery will not hold a charge.,Negative,Negative,0.986263632774353,"['battery', 'design']",2,Negative,0.9778314828872681,,,Negative,0.9778314828872681,,,,,,,,,,,,,,
5390,"item just as discribed, easy to navigate. new in its original sealed package with charger and earphones. fast delivery.",Positive,Positive,0.9988753199577332,"['battery', 'performance']",2,Positive,0.9976035952568054,Positive,0.9979084730148315,,,,,,,,,,,,,,,,
5391,i love this phone.,Positive,Positive,0.9954822063446045,[],0,,,,,,,,,,,,,,,,,,,,
5392,i am a late adopter. i am such a late adopter that i do not have a data plan but jump from wi-fi to wi-fi spot. i need a phone with solid hardware and simple tasks like listen to podcast. the phone ba,Positive,Positive,0.9293195605278015,"['battery', 'screen', 'design', 'audio', 'durability', 'signal']",6,Neutral,0.8053744435310364,,,Positive,0.985236644744873,Positive,0.9842915534973145,Positive,0.9842915534973145,,,Positive,0.9778988361358643,,,Positive,0.9809737801551819,,
5393,"phone works well, but packaging was sub par, even for refurbished phone.",Positive,Neutral,0.8936411142349243,['performance'],1,,,Neutral,0.908049464225769,,,,,,,,,,,,,,,,
5394,"i ve had several motorola models but motorola one is really something special. it is quick, practical, easy... i believe motorola will be my next phone again",Positive,Positive,0.9984772801399231,['performance'],1,,,Positive,0.9969919919967651,,,,,,,,,,,,,,,,
5395,frankly the phone is priced too high to compete with it is competitors there are some really good qualities to the phone. design - it feels solid in the hands and i do like the glass back battery life,Neutral,Neutral,0.8376270532608032,"['battery', 'screen', 'camera', 'performance', 'design', 'price', 'durability', 'signal', 'storage']",9,Negative,0.9153941869735718,Negative,0.587307333946228,Negative,0.9508840441703796,,,Negative,0.6053401827812195,Neutral,0.5024802088737488,Neutral,0.44918760657310486,Neutral,0.7071893811225891,Neutral,0.6445937752723694,Positive,0.9529126286506653
5396,bad condition i received it with open carton & without headphones,Negative,Negative,0.9932184815406799,[],0,,,,,,,,,,,,,,,,,,,,
5397,"we purchased this phone for dad , for a emergency use phone. he is 85 with dementia so simple is best .",Positive,Positive,0.9908934831619263,[],0,,,,,,,,,,,,,,,,,,,,
5398,the phones work great and the samsung transfer between android ios phones worked flawlessly letting you pich how much to move over to this phone. a note should be made the the sim card swap must be wi,Positive,Positive,0.9969446063041687,['performance'],1,,,Positive,0.9969130754470825,,,,,,,,,,,,,,,,
5399,"reasonable price, good performance. battery charge could last longer. 4g performance.",Positive,Positive,0.9796350598335266,"['battery', 'performance', 'price', 'durability', 'signal']",5,Positive,0.7338330149650574,Positive,0.9882428050041199,,,,,Positive,0.7338330149650574,,,,,Positive,0.9934782981872559,Positive,0.9741889834403992,,
5400,had to return it as it did not work with at&t,Neutral,Negative,0.9192758202552795,['performance'],1,,,Negative,0.9192758202552795,,,,,,,,,,,,,,,,
5401,works like it should. the battery was not good but that is a minor issue.,Positive,Positive,0.9911973476409912,"['battery', 'performance']",2,Negative,0.5426473021507263,Positive,0.9977746605873108,,,,,,,,,,,,,,,,
5402,"i have been using this phone for several months, i am so happy i bought it, everything is good, better than i expected, strongly recommend!",Positive,Positive,0.9989614486694336,[],0,,,,,,,,,,,,,,,,,,,,
5403,delivered on time this phone is amazing,Positive,Positive,0.9982628226280212,[],0,,,,,,,,,,,,,,,,,,,,
5404,"great shipping, great item!",Positive,Positive,0.9988549947738647,[],0,,,,,,,,,,,,,,,,,,,,
5405,"got this for someone as a gift and has not been activated yet. i am very disappointed there is no user manual with it! why should i have to go online and search for one and print it out? also, was not",Negative,Negative,0.9824497699737549,['price'],1,,,,,,,,,,,,,,,Negative,0.9802071452140808,,,,
5406,"fantastic product! you can put 2 sims and 1 ssd at the same time that is awesome! however, be aware, there are no headphones and the usb charger has an indian plug. thus, you save money because the ph",Positive,Positive,0.9913683533668518,"['battery', 'price', 'storage']",3,Neutral,0.5685235857963562,,,,,,,,,,,,,Positive,0.5103811025619507,,,Positive,0.5103811025619507
5407,"i really despise this phone - the hardware is very nice but there are so many ways in which i think the software sucks that i do not even know where to start. this is an absolutely horrible phone, a d",Negative,Negative,0.9959480166435242,"['screen', 'performance', 'audio', 'durability', 'signal', 'storage']",6,,,Negative,0.9913512468338013,,,Negative,0.6175965070724487,Positive,0.5393722653388977,,,Negative,0.6359503269195557,,,Negative,0.838005006313324,Positive,0.7731413841247559
5408,"it works perfectly and looks brand new. the only problem i have is the battery dies a little fast, but that might just be the model.",Positive,Positive,0.996760904788971,"['battery', 'performance', 'design']",3,Negative,0.9866859912872314,Negative,0.9968581199645996,Positive,0.9986887574195862,,,,,,,,,,,,,,
5409,"potentially a great product. the issue for me was that this device was manufactured in pakistan. although is had the lte/gsm/4g/cdma bands programmed, the frequencies in the usa are slightly different",Negative,Neutral,0.8359706997871399,"['performance', 'signal']",2,,,Negative,0.9549316167831421,,,,,,,,,,,,,Neutral,0.6581959128379822,,
5410,"phone came to me with a chip in the top right of the screen, which was not mentioned accurately in the description. battery life was extremely poor from unboxing, and the charging equipment provided w",Negative,Negative,0.992904007434845,"['battery', 'screen', 'performance', 'design', 'price']",5,Negative,0.9844585657119751,Negative,0.9944121241569519,Negative,0.9880257248878479,,,,,,,Negative,0.9716773629188538,Negative,0.9880257248878479,,,,
5411,bit larger than expected,Positive,Positive,0.9921817779541016,[],0,,,,,,,,,,,,,,,,,,,,
5412,the phone works flawlessly. the camera is amazing.,Positive,Positive,0.9984782338142395,"['camera', 'performance']",2,,,Positive,0.9925904273986816,,,,,,,Positive,0.9968718886375427,,,,,,,,
5413,verizon service sucks and roams way too much!!!,Negative,Negative,0.9909290671348572,['signal'],1,,,,,,,,,,,,,,,,,Negative,0.9847264885902405,,
5414,"the phone does not work, and it is being returned.",Negative,Negative,0.9943878054618835,['performance'],1,,,Negative,0.9936022162437439,,,,,,,,,,,,,,,,
5415,"bixby is terrible! every time i pull my phone out she says ""there are two ways you can find me."" there is no way to turn bixby off, only silence her. this has driven me insane. also, the screen protec",Positive,Negative,0.972258448600769,"['screen', 'camera']",2,,,,,,,,,,,Positive,0.9986573457717896,Positive,0.9165273308753967,,,,,,
5416,i bought this phone for my granddaughters 25th birthday on july 23. she loved it. but it has only been 2 months and the phone doesn’t work anymore. screen is black and won’t do anything. we are very d,Negative,Negative,0.994181215763092,"['screen', 'performance']",2,,,Negative,0.9866781234741211,,,,,,,,,Negative,0.9952660799026489,,,,,,
5417,phone working great no problem,Positive,Positive,0.9984893798828125,[],0,,,,,,,,,,,,,,,,,,,,
5418,meh only needed it for like a day,Negative,Positive,0.9736036658287048,['battery'],1,Positive,0.9736036658287048,,,,,,,,,,,,,,,,,,
5419,got this turn my daughter. she loves it!,Positive,Positive,0.9977287650108337,[],0,,,,,,,,,,,,,,,,,,,,
5420,just as described!! thanks!,Positive,Positive,0.9988355040550232,[],0,,,,,,,,,,,,,,,,,,,,
5421,"i use my nokia 3.1 for all my communication ( no more landline ) it is a fantastic smartphone , an excellent camera , and it is unlocked so it works excellent on my consumer cellular network. thanks a",Positive,Positive,0.9987460374832153,"['camera', 'performance', 'signal']",3,,,Negative,0.997225284576416,,,,,,,Negative,0.997225284576416,,,,,Negative,0.997225284576416,,
5422,very bad product stop working one week after purchased and they do not reimburse all your money,Negative,Negative,0.9948521256446838,['price'],1,,,,,,,,,,,,,,,Negative,0.9948521256446838,,,,
5423,fast response in shipping the phone. simple and easy to use. great for older people. not loaded with not needed or wanted apps. the only draw back so far is the ring volume. it is not as loud as it sh,Positive,Positive,0.9953757524490356,"['performance', 'audio']",2,,,Positive,0.42177170515060425,,,Neutral,0.9419663548469543,,,,,,,,,,,,
5424,"i have owned for about a month. of all the smart phones i have owned, i am most impressed with the battery life. i have gone 3 days with little to no charge under normal use (heavy youtube) and i have",Positive,Positive,0.9962248802185059,"['battery', 'screen', 'design', 'audio']",4,Positive,0.9901296496391296,,,Negative,0.9854305982589722,Positive,0.8987359404563904,,,,,Neutral,0.6662202477455139,,,,,,
5425,the galaxy s7 edge is noticeably faster and more technologically advanced than the galaxy s5 i upgraded from. the display is bright and vivid and the video quality is extremely well defined. the only ,Positive,Positive,0.9988234639167786,"['battery', 'screen', 'camera', 'durability']",4,Positive,0.998619794845581,,,,,,,Positive,0.9984234571456909,Positive,0.9984234571456909,Negative,0.9955506324768066,,,,,,
